series,agegroup,sex,year,Time Code,population
"Population ages 15-19, male",ages 15-19,male,2000,YR2000,1841995
"Population ages 15-19, male",ages 15-19,male,2001,YR2001,1898804
"Population ages 15-19, male",ages 15-19,male,2002,YR2002,1949996
"Population ages 15-19, male",ages 15-19,male,2003,YR2003,1991088
"Population ages 15-19, male",ages 15-19,male,2004,YR2004,2021190
"Population ages 15-19, male",ages 15-19,male,2005,YR2005,2040911
"Population ages 15-19, male",ages 15-19,male,2006,YR2006,2056068
"Population ages 15-19, male",ages 15-19,male,2007,YR2007,2061030
"Population ages 15-19, male",ages 15-19,male,2008,YR2008,2055526
"Population ages 15-19, male",ages 15-19,male,2009,YR2009,2041328
"Population ages 15-19, male",ages 15-19,male,2010,YR2010,2022780
"Population ages 15-19, male",ages 15-19,male,2011,YR2011,2012615
"Population ages 15-19, male",ages 15-19,male,2012,YR2012,1998472
"Population ages 15-19, male",ages 15-19,male,2013,YR2013,1979872
"Population ages 15-19, male",ages 15-19,male,2014,YR2014,1957468
"Population ages 15-19, male",ages 15-19,male,2015,YR2015,1931589
"Population ages 15-19, male",ages 15-19,male,2016,YR2016,1915762
"Population ages 15-19, male",ages 15-19,male,2017,YR2017,1894805
"Population ages 15-19, male",ages 15-19,male,2018,YR2018,1873417
"Population ages 15-19, male",ages 15-19,male,2019,YR2019,1860519
"Population ages 15-19, male",ages 15-19,male,2020,YR2020,1862031
"Population ages 15-19, male",ages 15-19,male,2021,YR2021,1882000
"Population ages 20-24, female",ages 20-24,female,1960,YR1960,1667861
"Population ages 20-24, female",ages 20-24,female,1961,YR1961,1684536
"Population ages 20-24, female",ages 20-24,female,1962,YR1962,1702689
"Population ages 20-24, female",ages 20-24,female,1963,YR1963,1722690
"Population ages 20-24, female",ages 20-24,female,1964,YR1964,1751090
"Population ages 20-24, female",ages 20-24,female,1965,YR1965,1793199
"Population ages 20-24, female",ages 20-24,female,1966,YR1966,1846519
"Population ages 20-24, female",ages 20-24,female,1967,YR1967,1924149
"Population ages 20-24, female",ages 20-24,female,1968,YR1968,2009707
"Population ages 20-24, female",ages 20-24,female,1969,YR1969,2075933
"Population ages 20-24, female",ages 20-24,female,1970,YR1970,2106152
"Population ages 20-24, female",ages 20-24,female,1971,YR1971,2094520
"Population ages 20-24, female",ages 20-24,female,1972,YR1972,2044395
"Population ages 20-24, female",ages 20-24,female,1973,YR1973,1973863
"Population ages 20-24, female",ages 20-24,female,1974,YR1974,1913060
"Population ages 20-24, female",ages 20-24,female,1975,YR1975,1880726
"Population ages 20-24, female",ages 20-24,female,1976,YR1976,1866476
"Population ages 20-24, female",ages 20-24,female,1977,YR1977,1876387
"Population ages 20-24, female",ages 20-24,female,1978,YR1978,1909683
"Population ages 20-24, female",ages 20-24,female,1979,YR1979,1960507
"Population ages 20-24, female",ages 20-24,female,1980,YR1980,2021284
"Population ages 20-24, female",ages 20-24,female,1981,YR1981,2081861
"Population ages 20-24, female",ages 20-24,female,1982,YR1982,2154216
"Population ages 20-24, female",ages 20-24,female,1983,YR1983,2233259
"Population ages 20-24, female",ages 20-24,female,1984,YR1984,2305864
"Population ages 20-24, female",ages 20-24,female,1985,YR1985,2358989
"Population ages 20-24, female",ages 20-24,female,1986,YR1986,2377003
"Population ages 20-24, female",ages 20-24,female,1987,YR1987,2371970
"Population ages 20-24, female",ages 20-24,female,1988,YR1988,2348154
"Population ages 20-24, female",ages 20-24,female,1989,YR1989,2311708
"Population ages 20-24, female",ages 20-24,female,1990,YR1990,2265889
"Population ages 20-24, female",ages 20-24,female,1991,YR1991,2211958
"Population ages 20-24, female",ages 20-24,female,1992,YR1992,2146765
"Population ages 20-24, female",ages 20-24,female,1993,YR1993,2075154
"Population ages 20-24, female",ages 20-24,female,1994,YR1994,2004397
"Population ages 20-24, female",ages 20-24,female,1995,YR1995,1938340
"Population ages 20-24, female",ages 20-24,female,1996,YR1996,1887075
"Population ages 20-24, female",ages 20-24,female,1997,YR1997,1839668
"Population ages 20-24, female",ages 20-24,female,1998,YR1998,1799216
"Population ages 20-24, female",ages 20-24,female,1999,YR1999,1769837
"Population ages 20-24, female",ages 20-24,female,2000,YR2000,1753020
"Population ages 20-24, female",ages 20-24,female,2001,YR2001,1761817
"Population ages 20-24, female",ages 20-24,female,2002,YR2002,1790575
"Population ages 20-24, female",ages 20-24,female,2003,YR2003,1833669
"Population ages 20-24, female",ages 20-24,female,2004,YR2004,1882105
"Population ages 20-24, female",ages 20-24,female,2005,YR2005,1927195
"Population ages 20-24, female",ages 20-24,female,2006,YR2006,1979882
"Population ages 20-24, female",ages 20-24,female,2007,YR2007,2027123
"Population ages 20-24, female",ages 20-24,female,2008,YR2008,2067185
"Population ages 20-24, female",ages 20-24,female,2009,YR2009,2098280
"Population ages 20-24, female",ages 20-24,female,2010,YR2010,2119214
"Population ages 20-24, female",ages 20-24,female,2011,YR2011,2116735
"Population ages 20-24, female",ages 20-24,female,2012,YR2012,2107978
"Population ages 20-24, female",ages 20-24,female,2013,YR2013,2095112
"Population ages 20-24, female",ages 20-24,female,2014,YR2014,2081266
"Population ages 20-24, female",ages 20-24,female,2015,YR2015,2066373
"Population ages 20-24, female",ages 20-24,female,2016,YR2016,2051404
"Population ages 20-24, female",ages 20-24,female,2017,YR2017,2036268
"Population ages 20-24, female",ages 20-24,female,2018,YR2018,2020552
"Population ages 20-24, female",ages 20-24,female,2019,YR2019,2002896
"Population ages 20-24, female",ages 20-24,female,2020,YR2020,1982187
"Population ages 20-24, female",ages 20-24,female,2021,YR2021,1950000
"Population ages 20-24, male",ages 20-24,male,1960,YR1960,1641752
"Population ages 20-24, male",ages 20-24,male,1961,YR1961,1667854
"Population ages 20-24, male",ages 20-24,male,1962,YR1962,1696996
"Population ages 20-24, male",ages 20-24,male,1963,YR1963,1724941
"Population ages 20-24, male",ages 20-24,male,1964,YR1964,1756696
"Population ages 20-24, male",ages 20-24,male,1965,YR1965,1800129
"Population ages 20-24, male",ages 20-24,male,1966,YR1966,1867318
"Population ages 20-24, male",ages 20-24,male,1967,YR1967,1956743
"Population ages 20-24, male",ages 20-24,male,1968,YR1968,2047919
"Population ages 20-24, male",ages 20-24,male,1969,YR1969,2113028
"Population ages 20-24, male",ages 20-24,male,1970,YR1970,2139068
"Population ages 20-24, male",ages 20-24,male,1971,YR1971,2135259
"Population ages 20-24, male",ages 20-24,male,1972,YR1972,2093984
"Population ages 20-24, male",ages 20-24,male,1973,YR1973,2031234
"Population ages 20-24, male",ages 20-24,male,1974,YR1974,1975364
"Population ages 20-24, male",ages 20-24,male,1975,YR1975,1944626
"Population ages 20-24, male",ages 20-24,male,1976,YR1976,1930472
"Population ages 20-24, male",ages 20-24,male,1977,YR1977,1939894
"Population ages 20-24, male",ages 20-24,male,1978,YR1978,1972746
"Population ages 20-24, male",ages 20-24,male,1979,YR1979,2023884
"Population ages 20-24, male",ages 20-24,male,1980,YR1980,2086147
"Population ages 20-24, male",ages 20-24,male,1981,YR1981,2145998
"Population ages 20-24, male",ages 20-24,male,1982,YR1982,2216147
"Population ages 20-24, male",ages 20-24,male,1983,YR1983,2291517
"Population ages 20-24, male",ages 20-24,male,1984,YR1984,2359567
"Population ages 20-24, male",ages 20-24,male,1985,YR1985,2408579
"Population ages 20-24, male",ages 20-24,male,1986,YR1986,2424113
"Population ages 20-24, male",ages 20-24,male,1987,YR1987,2416946
"Population ages 20-24, male",ages 20-24,male,1988,YR1988,2390636
"Population ages 20-24, male",ages 20-24,male,1989,YR1989,2351348
"Population ages 20-24, male",ages 20-24,male,1990,YR1990,2303636
"Population ages 20-24, male",ages 20-24,male,1991,YR1991,2248938
"Population ages 20-24, male",ages 20-24,male,1992,YR1992,2183035
"Population ages 20-24, male",ages 20-24,male,1993,YR1993,2110147
"Population ages 20-24, male",ages 20-24,male,1994,YR1994,2036761
"Population ages 20-24, male",ages 20-24,male,1995,YR1995,1966792
"Population ages 20-24, male",ages 20-24,male,1996,YR1996,1908360
"Population ages 20-24, male",ages 20-24,male,1997,YR1997,1852275
"Population ages 20-24, male",ages 20-24,male,1998,YR1998,1803715
"Population ages 20-24, male",ages 20-24,male,1999,YR1999,1769052
"Population ages 20-24, male",ages 20-24,male,2000,YR2000,1751250
"Population ages 20-24, male",ages 20-24,male,2001,YR2001,1769263
"Population ages 20-24, male",ages 20-24,male,2002,YR2002,1810505
"Population ages 20-24, male",ages 20-24,male,2003,YR2003,1868243
"Population ages 20-24, male",ages 20-24,male,2004,YR2004,1931776
"Population ages 20-24, male",ages 20-24,male,2005,YR2005,1991443
"Population ages 20-24, male",ages 20-24,male,2006,YR2006,2038340
"Population ages 20-24, male",ages 20-24,male,2007,YR2007,2076621
"Population ages 20-24, male",ages 20-24,male,2008,YR2008,2107117
"Population ages 20-24, male",ages 20-24,male,2009,YR2009,2129752
"Population ages 20-24, male",ages 20-24,male,2010,YR2010,2144604
"Population ages 20-24, male",ages 20-24,male,2011,YR2011,2153034
"Population ages 20-24, male",ages 20-24,male,2012,YR2012,2155497
"Population ages 20-24, male",ages 20-24,male,2013,YR2013,2153115
"Population ages 20-24, male",ages 20-24,male,2014,YR2014,2147736
"Population ages 20-24, male",ages 20-24,male,2015,YR2015,2138635
"Population ages 20-24, male",ages 20-24,male,2016,YR2016,2127340
"Population ages 20-24, male",ages 20-24,male,2017,YR2017,2112753
"Population ages 20-24, male",ages 20-24,male,2018,YR2018,2095259
"Population ages 20-24, male",ages 20-24,male,2019,YR2019,2075040
"Population ages 20-24, male",ages 20-24,male,2020,YR2020,2052196
"Population ages 20-24, male",ages 20-24,male,2021,YR2021,2019000
"Population ages 25-29, female",ages 25-29,female,1960,YR1960,1625146
"Population ages 25-29, female",ages 25-29,female,1961,YR1961,1621659
"Population ages 25-29, female",ages 25-29,female,1962,YR1962,1627413
"Population ages 25-29, female",ages 25-29,female,1963,YR1963,1638594
"Population ages 25-29, female",ages 25-29,female,1964,YR1964,1652411
"Population ages 25-29, female",ages 25-29,female,1965,YR1965,1668268
"Population ages 25-29, female",ages 25-29,female,1966,YR1966,1675706
"Population ages 25-29, female",ages 25-29,female,1967,YR1967,1683499
"Population ages 25-29, female",ages 25-29,female,1968,YR1968,1695894
"Population ages 25-29, female",ages 25-29,female,1969,YR1969,1721460
"Population ages 25-29, female",ages 25-29,female,1970,YR1970,1766615
"Population ages 25-29, female",ages 25-29,female,1971,YR1971,1832151
"Population ages 25-29, female",ages 25-29,female,1972,YR1972,1916367
"Population ages 25-29, female",ages 25-29,female,1973,YR1973,2001596
"Population ages 25-29, female",ages 25-29,female,1974,YR1974,2062524
"Population ages 25-29, female",ages 25-29,female,1975,YR1975,2085811
"Population ages 25-29, female",ages 25-29,female,1976,YR1976,2075435
"Population ages 25-29, female",ages 25-29,female,1977,YR1977,2027220
"Population ages 25-29, female",ages 25-29,female,1978,YR1978,1959868
"Population ages 25-29, female",ages 25-29,female,1979,YR1979,1902959
"Population ages 25-29, female",ages 25-29,female,1980,YR1980,1874138
"Population ages 25-29, female",ages 25-29,female,1981,YR1981,1862914
"Population ages 25-29, female",ages 25-29,female,1982,YR1982,1872158
"Population ages 25-29, female",ages 25-29,female,1983,YR1983,1902398
"Population ages 25-29, female",ages 25-29,female,1984,YR1984,1949359
"Population ages 25-29, female",ages 25-29,female,1985,YR1985,2008437
"Population ages 25-29, female",ages 25-29,female,1986,YR1986,2080189
"Population ages 25-29, female",ages 25-29,female,1987,YR1987,2162862
"Population ages 25-29, female",ages 25-29,female,1988,YR1988,2245448
"Population ages 25-29, female",ages 25-29,female,1989,YR1989,2313046
"Population ages 25-29, female",ages 25-29,female,1990,YR1990,2356982
"Population ages 25-29, female",ages 25-29,female,1991,YR1991,2379639
"Population ages 25-29, female",ages 25-29,female,1992,YR1992,2380130
"Population ages 25-29, female",ages 25-29,female,1993,YR1993,2362239
"Population ages 25-29, female",ages 25-29,female,1994,YR1994,2332335
"Population ages 25-29, female",ages 25-29,female,1995,YR1995,2293313
"Population ages 25-29, female",ages 25-29,female,1996,YR1996,2248055
"Population ages 25-29, female",ages 25-29,female,1997,YR1997,2195594
"Population ages 25-29, female",ages 25-29,female,1998,YR1998,2140785
"Population ages 25-29, female",ages 25-29,female,1999,YR1999,2088014
"Population ages 25-29, female",ages 25-29,female,2000,YR2000,2038756
"Population ages 25-29, female",ages 25-29,female,2001,YR2001,1984914
"Population ages 25-29, female",ages 25-29,female,2002,YR2002,1937777
"Population ages 25-29, female",ages 25-29,female,2003,YR2003,1902540
"Population ages 25-29, female",ages 25-29,female,2004,YR2004,1885754
"Population ages 25-29, female",ages 25-29,female,2005,YR2005,1889715
"Population ages 25-29, female",ages 25-29,female,2006,YR2006,1918613
"Population ages 25-29, female",ages 25-29,female,2007,YR2007,1968018
"Population ages 25-29, female",ages 25-29,female,2008,YR2008,2028566
"Population ages 25-29, female",ages 25-29,female,2009,YR2009,2089847
"Population ages 25-29, female",ages 25-29,female,2010,YR2010,2147170
"Population ages 25-29, female",ages 25-29,female,2011,YR2011,2173494
"Population ages 25-29, female",ages 25-29,female,2012,YR2012,2195304
"Population ages 25-29, female",ages 25-29,female,2013,YR2013,2212575
"Population ages 25-29, female",ages 25-29,female,2014,YR2014,2226248
"Population ages 25-29, female",ages 25-29,female,2015,YR2015,2235663
"Population ages 25-29, female",ages 25-29,female,2016,YR2016,2236097
"Population ages 25-29, female",ages 25-29,female,2017,YR2017,2229282
"Population ages 25-29, female",ages 25-29,female,2018,YR2018,2216947
"Population ages 25-29, female",ages 25-29,female,2019,YR2019,2202131
"Population ages 25-29, female",ages 25-29,female,2020,YR2020,2187105
"Population ages 25-29, female",ages 25-29,female,2021,YR2021,2161000
"Population ages 25-29, male",ages 25-29,male,1960,YR1960,1660183
"Population ages 25-29, male",ages 25-29,male,1961,YR1961,1653174
"Population ages 25-29, male",ages 25-29,male,1962,YR1962,1653593
"Population ages 25-29, male",ages 25-29,male,1963,YR1963,1661051
"Population ages 25-29, male",ages 25-29,male,1964,YR1964,1674812
"Population ages 25-29, male",ages 25-29,male,1965,YR1965,1692571
"Population ages 25-29, male",ages 25-29,male,1966,YR1966,1698002
"Population ages 25-29, male",ages 25-29,male,1967,YR1967,1705347
"Population ages 25-29, male",ages 25-29,male,1968,YR1968,1720012
"Population ages 25-29, male",ages 25-29,male,1969,YR1969,1750468
"Population ages 25-29, male",ages 25-29,male,1970,YR1970,1800700
"Population ages 25-29, male",ages 25-29,male,1971,YR1971,1865829
"Population ages 25-29, male",ages 25-29,male,1972,YR1972,1951078
"Population ages 25-29, male",ages 25-29,male,1973,YR1973,2038855
"Population ages 25-29, male",ages 25-29,male,1974,YR1974,2103601
"Population ages 25-29, male",ages 25-29,male,1975,YR1975,2131063
"Population ages 25-29, male",ages 25-29,male,1976,YR1976,2120724
"Population ages 25-29, male",ages 25-29,male,1977,YR1977,2072017
"Population ages 25-29, male",ages 25-29,male,1978,YR1978,2003301
"Population ages 25-29, male",ages 25-29,male,1979,YR1979,1944289
"Population ages 25-29, male",ages 25-29,male,1980,YR1980,1913051
"Population ages 25-29, male",ages 25-29,male,1981,YR1981,1902090
"Population ages 25-29, male",ages 25-29,male,1982,YR1982,1910284
"Population ages 25-29, male",ages 25-29,male,1983,YR1983,1937329
"Population ages 25-29, male",ages 25-29,male,1984,YR1984,1979381
"Population ages 25-29, male",ages 25-29,male,1985,YR1985,2032769
"Population ages 25-29, male",ages 25-29,male,1986,YR1986,2098991
"Population ages 25-29, male",ages 25-29,male,1987,YR1987,2176789
"Population ages 25-29, male",ages 25-29,male,1988,YR1988,2254750
"Population ages 25-29, male",ages 25-29,male,1989,YR1989,2317671
"Population ages 25-29, male",ages 25-29,male,1990,YR1990,2356821
"Population ages 25-29, male",ages 25-29,male,1991,YR1991,2377289
"Population ages 25-29, male",ages 25-29,male,1992,YR1992,2374910
"Population ages 25-29, male",ages 25-29,male,1993,YR1993,2353584
"Population ages 25-29, male",ages 25-29,male,1994,YR1994,2320199
"Population ages 25-29, male",ages 25-29,male,1995,YR1995,2278158
"Population ages 25-29, male",ages 25-29,male,1996,YR1996,2233602
"Population ages 25-29, male",ages 25-29,male,1997,YR1997,2180855
"Population ages 25-29, male",ages 25-29,male,1998,YR1998,2123399
"Population ages 25-29, male",ages 25-29,male,1999,YR1999,2065348
"Population ages 25-29, male",ages 25-29,male,2000,YR2000,2009315
"Population ages 25-29, male",ages 25-29,male,2001,YR2001,1956690
"Population ages 25-29, male",ages 25-29,male,2002,YR2002,1911463
"Population ages 25-29, male",ages 25-29,male,2003,YR2003,1879373
"Population ages 25-29, male",ages 25-29,male,2004,YR2004,1867795
"Population ages 25-29, male",ages 25-29,male,2005,YR2005,1879565
"Population ages 25-29, male",ages 25-29,male,2006,YR2006,1918516
"Population ages 25-29, male",ages 25-29,male,2007,YR2007,1972537
"Population ages 25-29, male",ages 25-29,male,2008,YR2008,2029664
"Population ages 25-29, male",ages 25-29,male,2009,YR2009,2080464
"Population ages 25-29, male",ages 25-29,male,2010,YR2010,2123961
"Population ages 25-29, male",ages 25-29,male,2011,YR2011,2153342
"Population ages 25-29, male",ages 25-29,male,2012,YR2012,2182156
"Population ages 25-29, male",ages 25-29,male,2013,YR2013,2209330
"Population ages 25-29, male",ages 25-29,male,2014,YR2014,2233960
"Population ages 25-29, male",ages 25-29,male,2015,YR2015,2254090
"Population ages 25-29, male",ages 25-29,male,2016,YR2016,2265635
"Population ages 25-29, male",ages 25-29,male,2017,YR2017,2270083
"Population ages 25-29, male",ages 25-29,male,2018,YR2018,2268214
"Population ages 25-29, male",ages 25-29,male,2019,YR2019,2261872
"Population ages 25-29, male",ages 25-29,male,2020,YR2020,2252660
"Population ages 25-29, male",ages 25-29,male,2021,YR2021,2230000
"Population ages 30-34, female",ages 30-34,female,1960,YR1960,1707802
"Population ages 30-34, female",ages 30-34,female,1961,YR1961,1676124
"Population ages 30-34, female",ages 30-34,female,1962,YR1962,1654523
"Population ages 30-34, female",ages 30-34,female,1963,YR1963,1638539
"Population ages 30-34, female",ages 30-34,female,1964,YR1964,1625612
"Population ages 30-34, female",ages 30-34,female,1965,YR1965,1616729
"Population ages 30-34, female",ages 30-34,female,1966,YR1966,1609711
"Population ages 30-34, female",ages 30-34,female,1967,YR1967,1610111
"Population ages 30-34, female",ages 30-34,female,1968,YR1968,1614528
"Population ages 30-34, female",ages 30-34,female,1969,YR1969,1619864
"Population ages 30-34, female",ages 30-34,female,1970,YR1970,1626419
"Population ages 30-34, female",ages 30-34,female,1971,YR1971,1641324
"Population ages 30-34, female",ages 30-34,female,1972,YR1972,1653490
"Population ages 30-34, female",ages 30-34,female,1973,YR1973,1667457
"Population ages 30-34, female",ages 30-34,female,1974,YR1974,1693071
"Population ages 30-34, female",ages 30-34,female,1975,YR1975,1736233
"Population ages 30-34, female",ages 30-34,female,1976,YR1976,1800351
"Population ages 30-34, female",ages 30-34,female,1977,YR1977,1884317
"Population ages 30-34, female",ages 30-34,female,1978,YR1978,1972225
"Population ages 30-34, female",ages 30-34,female,1979,YR1979,2038853
"Population ages 30-34, female",ages 30-34,female,1980,YR1980,2067698
"Population ages 30-34, female",ages 30-34,female,1981,YR1981,2061655
"Population ages 30-34, female",ages 30-34,female,1982,YR1982,2013923
"Population ages 30-34, female",ages 30-34,female,1983,YR1983,1944246
"Population ages 30-34, female",ages 30-34,female,1984,YR1984,1883185
"Population ages 30-34, female",ages 30-34,female,1985,YR1985,1849517
"Population ages 30-34, female",ages 30-34,female,1986,YR1986,1844336
"Population ages 30-34, female",ages 30-34,female,1987,YR1987,1863537
"Population ages 30-34, female",ages 30-34,female,1988,YR1988,1903544
"Population ages 30-34, female",ages 30-34,female,1989,YR1989,1957149
"Population ages 30-34, female",ages 30-34,female,1990,YR1990,2018644
"Population ages 30-34, female",ages 30-34,female,1991,YR1991,2088828
"Population ages 30-34, female",ages 30-34,female,1992,YR1992,2167286
"Population ages 30-34, female",ages 30-34,female,1993,YR1993,2244171
"Population ages 30-34, female",ages 30-34,female,1994,YR1994,2307822
"Population ages 30-34, female",ages 30-34,female,1995,YR1995,2351156
"Population ages 30-34, female",ages 30-34,female,1996,YR1996,2376160
"Population ages 30-34, female",ages 30-34,female,1997,YR1997,2384324
"Population ages 30-34, female",ages 30-34,female,1998,YR1998,2378834
"Population ages 30-34, female",ages 30-34,female,1999,YR1999,2363539
"Population ages 30-34, female",ages 30-34,female,2000,YR2000,2340607
"Population ages 30-34, female",ages 30-34,female,2001,YR2001,2302499
"Population ages 30-34, female",ages 30-34,female,2002,YR2002,2255244
"Population ages 30-34, female",ages 30-34,female,2003,YR2003,2202792
"Population ages 30-34, female",ages 30-34,female,2004,YR2004,2152110
"Population ages 30-34, female",ages 30-34,female,2005,YR2005,2108327
"Population ages 30-34, female",ages 30-34,female,2006,YR2006,2057844
"Population ages 30-34, female",ages 30-34,female,2007,YR2007,2023532
"Population ages 30-34, female",ages 30-34,female,2008,YR2008,2011134
"Population ages 30-34, female",ages 30-34,female,2009,YR2009,2022192
"Population ages 30-34, female",ages 30-34,female,2010,YR2010,2054735
"Population ages 30-34, female",ages 30-34,female,2011,YR2011,2079095
"Population ages 30-34, female",ages 30-34,female,2012,YR2012,2112520
"Population ages 30-34, female",ages 30-34,female,2013,YR2013,2151684
"Population ages 30-34, female",ages 30-34,female,2014,YR2014,2192183
"Population ages 30-34, female",ages 30-34,female,2015,YR2015,2229920
"Population ages 30-34, female",ages 30-34,female,2016,YR2016,2260845
"Population ages 30-34, female",ages 30-34,female,2017,YR2017,2285553
"Population ages 30-34, female",ages 30-34,female,2018,YR2018,2303593
"Population ages 30-34, female",ages 30-34,female,2019,YR2019,2315611
"Population ages 30-34, female",ages 30-34,female,2020,YR2020,2322598
"Population ages 30-34, female",ages 30-34,female,2021,YR2021,2317000
"Population ages 30-34, male",ages 30-34,male,1960,YR1960,1715383
"Population ages 30-34, male",ages 30-34,male,1961,YR1961,1692422
"Population ages 30-34, male",ages 30-34,male,1962,YR1962,1682542
"Population ages 30-34, male",ages 30-34,male,1963,YR1963,1678312
"Population ages 30-34, male",ages 30-34,male,1964,YR1964,1673939
"Population ages 30-34, male",ages 30-34,male,1965,YR1965,1669827
"Population ages 30-34, male",ages 30-34,male,1966,YR1966,1660779
"Population ages 30-34, male",ages 30-34,male,1967,YR1967,1657060
"Population ages 30-34, male",ages 30-34,male,1968,YR1968,1657409
"Population ages 30-34, male",ages 30-34,male,1969,YR1969,1660983
"Population ages 30-34, male",ages 30-34,male,1970,YR1970,1669020
"Population ages 30-34, male",ages 30-34,male,1971,YR1971,1680632
"Population ages 30-34, male",ages 30-34,male,1972,YR1972,1691371
"Population ages 30-34, male",ages 30-34,male,1973,YR1973,1705879
"Population ages 30-34, male",ages 30-34,male,1974,YR1974,1733242
"Population ages 30-34, male",ages 30-34,male,1975,YR1975,1778555
"Population ages 30-34, male",ages 30-34,male,1976,YR1976,1840988
"Population ages 30-34, male",ages 30-34,male,1977,YR1977,1922880
"Population ages 30-34, male",ages 30-34,male,1978,YR1978,2008812
"Population ages 30-34, male",ages 30-34,male,1979,YR1979,2073770
"Population ages 30-34, male",ages 30-34,male,1980,YR1980,2100873
"Population ages 30-34, male",ages 30-34,male,1981,YR1981,2090152
"Population ages 30-34, male",ages 30-34,male,1982,YR1982,2039021
"Population ages 30-34, male",ages 30-34,male,1983,YR1983,1968430
"Population ages 30-34, male",ages 30-34,male,1984,YR1984,1908192
"Population ages 30-34, male",ages 30-34,male,1985,YR1985,1874984
"Population ages 30-34, male",ages 30-34,male,1986,YR1986,1863850
"Population ages 30-34, male",ages 30-34,male,1987,YR1987,1875321
"Population ages 30-34, male",ages 30-34,male,1988,YR1988,1907242
"Population ages 30-34, male",ages 30-34,male,1989,YR1989,1953420
"Population ages 30-34, male",ages 30-34,male,1990,YR1990,2008125
"Population ages 30-34, male",ages 30-34,male,1991,YR1991,2073994
"Population ages 30-34, male",ages 30-34,male,1992,YR1992,2147902
"Population ages 30-34, male",ages 30-34,male,1993,YR1993,2220206
"Population ages 30-34, male",ages 30-34,male,1994,YR1994,2279440
"Population ages 30-34, male",ages 30-34,male,1995,YR1995,2318531
"Population ages 30-34, male",ages 30-34,male,1996,YR1996,2340413
"Population ages 30-34, male",ages 30-34,male,1997,YR1997,2346549
"Population ages 30-34, male",ages 30-34,male,1998,YR1998,2340661
"Population ages 30-34, male",ages 30-34,male,1999,YR1999,2325964
"Population ages 30-34, male",ages 30-34,male,2000,YR2000,2303116
"Population ages 30-34, male",ages 30-34,male,2001,YR2001,2266291
"Population ages 30-34, male",ages 30-34,male,2002,YR2002,2220043
"Population ages 30-34, male",ages 30-34,male,2003,YR2003,2168048
"Population ages 30-34, male",ages 30-34,male,2004,YR2004,2117561
"Population ages 30-34, male",ages 30-34,male,2005,YR2005,2074190
"Population ages 30-34, male",ages 30-34,male,2006,YR2006,2027241
"Population ages 30-34, male",ages 30-34,male,2007,YR2007,1998656
"Population ages 30-34, male",ages 30-34,male,2008,YR2008,1993729
"Population ages 30-34, male",ages 30-34,male,2009,YR2009,2011938
"Population ages 30-34, male",ages 30-34,male,2010,YR2010,2047991
"Population ages 30-34, male",ages 30-34,male,2011,YR2011,2069727
"Population ages 30-34, male",ages 30-34,male,2012,YR2012,2097584
"Population ages 30-34, male",ages 30-34,male,2013,YR2013,2130186
"Population ages 30-34, male",ages 30-34,male,2014,YR2014,2166232
"Population ages 30-34, male",ages 30-34,male,2015,YR2015,2203540
"Population ages 30-34, male",ages 30-34,male,2016,YR2016,2237577
"Population ages 30-34, male",ages 30-34,male,2017,YR2017,2269216
"Population ages 30-34, male",ages 30-34,male,2018,YR2018,2297014
"Population ages 30-34, male",ages 30-34,male,2019,YR2019,2319903
"Population ages 30-34, male",ages 30-34,male,2020,YR2020,2337727
"Population ages 30-34, male",ages 30-34,male,2021,YR2021,2342000
"Population ages 35-39, female",ages 35-39,female,1960,YR1960,1887089
"Population ages 35-39, female",ages 35-39,female,1961,YR1961,1877221
"Population ages 35-39, female",ages 35-39,female,1962,YR1962,1845988
"Population ages 35-39, female",ages 35-39,female,1963,YR1963,1798093
"Population ages 35-39, female",ages 35-39,female,1964,YR1964,1748410
"Population ages 35-39, female",ages 35-39,female,1965,YR1965,1708538
"Population ages 35-39, female",ages 35-39,female,1966,YR1966,1671280
"Population ages 35-39, female",ages 35-39,female,1967,YR1967,1643435
"Population ages 35-39, female",ages 35-39,female,1968,YR1968,1622895
"Population ages 35-39, female",ages 35-39,female,1969,YR1969,1606464
"Population ages 35-39, female",ages 35-39,female,1970,YR1970,1593194
"Population ages 35-39, female",ages 35-39,female,1971,YR1971,1587869
"Population ages 35-39, female",ages 35-39,female,1972,YR1972,1588016
"Population ages 35-39, female",ages 35-39,female,1973,YR1973,1591969
"Population ages 35-39, female",ages 35-39,female,1974,YR1974,1598235
"Population ages 35-39, female",ages 35-39,female,1975,YR1975,1606276
"Population ages 35-39, female",ages 35-39,female,1976,YR1976,1617518
"Population ages 35-39, female",ages 35-39,female,1977,YR1977,1627765
"Population ages 35-39, female",ages 35-39,female,1978,YR1978,1643684
"Population ages 35-39, female",ages 35-39,female,1979,YR1979,1674953
"Population ages 35-39, female",ages 35-39,female,1980,YR1980,1724595
"Population ages 35-39, female",ages 35-39,female,1981,YR1981,1788979
"Population ages 35-39, female",ages 35-39,female,1982,YR1982,1872948
"Population ages 35-39, female",ages 35-39,female,1983,YR1983,1962575
"Population ages 35-39, female",ages 35-39,female,1984,YR1984,2032230
"Population ages 35-39, female",ages 35-39,female,1985,YR1985,2063869
"Population ages 35-39, female",ages 35-39,female,1986,YR1986,2055262
"Population ages 35-39, female",ages 35-39,female,1987,YR1987,2009071
"Population ages 35-39, female",ages 35-39,female,1988,YR1988,1943815
